
#天津,#genre#
青岛1,http://119.166.86.179:58888/udp/239.253.254.249:8000 -- 0.45 MB/s
青岛1,http://119.164.187.235:8123/rtp/239.21.1.69:5002 -- 0.14 MB/s
青岛2,http://119.164.187.235:8123/rtp/239.21.1.70:5002 -- 0.14 MB/s
青岛2,http://113.128.132.107:8688/rtp/239.21.1.70:5002 -- 0.14 MB/s
青岛2,http://119.166.86.179:58888/udp/239.253.254.250:8000 -- 0.45 MB/s
青岛3,http://119.164.187.235:8123/rtp/239.21.1.71:5002 -- 0.14 MB/s
青岛3,http://113.128.132.107:8688/rtp/239.21.1.71:5002 -- 0.14 MB/s
青岛3,http://119.166.86.179:58888/udp/239.253.254.251:8000 -- 0.45 MB/s
青岛4,http://113.128.132.107:8688/rtp/239.21.1.72:5002 -- 0.14 MB/s
青岛4,http://119.164.187.235:8123/rtp/239.21.1.72:5002 -- 0.14 MB/s
青岛4,http://119.166.86.179:58888/udp/239.253.254.252:8000 -- 0.45 MB/s
青岛5,http://119.164.187.235:8123/rtp/239.21.1.73:5002 -- 0.14 MB/s
青岛5,http://119.166.86.179:58888/udp/239.253.254.253:8000 -- 0.44 MB/s
青岛5,http://113.128.132.107:8688/rtp/239.21.1.73:5002 -- 0.14 MB/s
青岛6,http://113.128.132.107:8688/rtp/239.21.1.74:5002 -- 0.14 MB/s
青岛6,http://119.164.187.235:8123/rtp/239.21.1.74:5002 -- 0.14 MB/s
青州文化旅游,http://113.128.132.107:8688/rtp/239.21.1.231:5002 -- 0.68 MB/s
青州文化旅游,http://119.164.187.235:8123/rtp/239.21.1.231:5002 -- 0.66 MB/s
青州综合,http://119.164.187.235:8123/rtp/239.21.1.232:5002 -- 0.62 MB/s
青州综合,http://113.128.132.107:8688/rtp/239.21.1.232:5002 -- 0.66 MB/s
黄岛生活,http://119.166.86.179:58888/udp/239.253.254.244:8000 -- 0.69 MB/s
黄岛综合,http://119.166.86.179:58888/udp/239.253.254.243:8000 -- 0.69 MB/s
齐河新闻,http://119.164.187.235:8123/rtp/239.21.1.230:5002 -- 0.64 MB/s
齐河新闻,http://113.128.132.107:8688/rtp/239.21.1.230:5002 -- 0.65 MB/s

#湖北,#genre#
房县综合,http://121.63.177.178:8880/rtp/239.69.1.192:10794 -- 0.40 MB/s
房县综合,http://111.170.80.140:9999/rtp/239.69.1.192:10794 -- 0.62 MB/s
房县综合,http://27.18.156.74:8181/rtp/239.69.1.192:10794 -- 0.53 MB/s
房县综合,http://183.94.202.140:9000/rtp/239.69.1.192:10794 -- 0.42 MB/s
房县综合,http://171.80.248.215:8888/rtp/239.69.1.192:10794 -- 0.68 MB/s
房县综合,http://171.80.233.145:8888/rtp/239.69.1.192:10794 -- 0.61 MB/s
房县综合,http://219.140.226.27:5555/rtp/239.69.1.192:10794 -- 0.65 MB/s
房县综合,http://171.80.165.12:8888/rtp/239.69.1.192:10794 -- 0.66 MB/s
房县综合,http://171.80.167.58:8888/rtp/239.69.1.192:10794 -- 0.61 MB/s
房县综合,http://119.98.70.144:4022/rtp/239.69.1.192:10794 -- 0.39 MB/s
房县综合,http://111.175.164.168:8888/rtp/239.69.1.192:10794 -- 0.66 MB/s
房县综合,http://221.234.221.56:4022/rtp/239.69.1.192:10794 -- 0.11 MB/s
房县综合,http://111.178.111.4:9999/rtp/239.69.1.192:10794 -- 0.61 MB/s
房县综合,http://171.80.232.173:8888/rtp/239.69.1.192:10794 -- 0.67 MB/s
房县综合,http://27.28.224.69:8989/rtp/239.69.1.192:10794 -- 0.61 MB/s
房县综合,http://119.100.148.10:8888/rtp/239.69.1.192:10794 -- 0.52 MB/s
房县综合,http://119.100.40.21:8888/rtp/239.69.1.192:10794 -- 0.58 MB/s
房县综合,http://221.233.88.55:7777/rtp/239.69.1.192:10794 -- 0.61 MB/s
房县综合,http://119.98.140.111:4022/rtp/239.69.1.192:10794 -- 0.64 MB/s
房县综合,http://119.98.163.217:85/rtp/239.69.1.192:10794 -- 0.50 MB/s
武汉一台新闻综合,http://111.175.164.168:8888/rtp/239.69.1.145:10506 -- 0.66 MB/s
武汉一台新闻综合,http://119.98.163.217:85/rtp/239.69.1.145:10506 -- 0.55 MB/s
武汉一台新闻综合,http://219.140.226.27:5555/rtp/239.69.1.145:10506 -- 0.66 MB/s
武汉一台新闻综合,http://119.98.70.144:4022/rtp/239.69.1.145:10506 -- 0.40 MB/s
武汉一台新闻综合,http://27.18.156.74:8181/rtp/239.69.1.145:10506 -- 0.60 MB/s
武汉三台科技生活,http://111.175.164.168:8888/rtp/239.69.1.251:11148 -- 0.68 MB/s
武汉三台科技生活,http://219.140.226.27:5555/rtp/239.69.1.251:11148 -- 0.66 MB/s
武汉三台科技生活,http://27.18.156.74:8181/rtp/239.69.1.251:11148 -- 0.61 MB/s
武汉三台科技生活,http://119.98.163.217:85/rtp/239.69.1.251:11148 -- 0.15 MB/s
武汉三台科技生活,http://119.98.70.144:4022/rtp/239.69.1.251:11148 -- 0.21 MB/s
武汉二台电视剧,http://219.140.226.27:5555/rtp/239.69.1.146:10512 -- 0.65 MB/s
武汉二台电视剧,http://119.98.70.144:4022/rtp/239.69.1.146:10512 -- 0.39 MB/s
武汉二台电视剧,http://27.18.156.74:8181/rtp/239.69.1.146:10512 -- 0.60 MB/s
武汉二台电视剧,http://111.175.164.168:8888/rtp/239.69.1.146:10512 -- 0.67 MB/s
武汉五台文体,http://119.98.70.144:4022/rtp/239.69.1.147:10518 -- 0.36 MB/s
武汉五台文体,http://219.140.226.27:5555/rtp/239.69.1.147:10518 -- 0.67 MB/s
武汉五台文体,http://111.175.164.168:8888/rtp/239.69.1.147:10518 -- 0.62 MB/s
武汉五台文体,http://119.98.163.217:85/rtp/239.69.1.147:10518 -- 0.15 MB/s
武汉五台文体,http://27.18.156.74:8181/rtp/239.69.1.147:10518 -- 0.60 MB/s
武汉六台外语,http://111.175.164.168:8888/rtp/239.69.1.36:9856 -- 0.61 MB/s
武汉六台外语,http://27.18.156.74:8181/rtp/239.69.1.36:9856 -- 0.60 MB/s
武汉六台外语,http://119.98.163.217:85/rtp/239.69.1.36:9856 -- 0.16 MB/s
武汉六台外语,http://119.98.70.144:4022/rtp/239.69.1.36:9856 -- 0.39 MB/s
武汉六台外语,http://219.140.226.27:5555/rtp/239.69.1.36:9856 -- 0.50 MB/s
武汉教育,http://171.80.167.58:8888/rtp/239.69.1.60:9994 -- 0.60 MB/s
武汉教育,http://221.233.88.55:7777/rtp/239.69.1.60:9994 -- 0.58 MB/s
武汉教育,http://119.98.70.144:4022/rtp/239.69.1.60:9994 -- 0.40 MB/s
武汉教育,http://171.80.232.173:8888/rtp/239.69.1.60:9994 -- 0.65 MB/s
武汉教育,http://121.63.177.178:8880/rtp/239.69.1.60:9994 -- 0.60 MB/s
武汉教育,http://27.18.156.74:8181/rtp/239.69.1.60:9994 -- 0.38 MB/s
武汉教育,http://111.178.111.4:9999/rtp/239.69.1.60:9994 -- 0.57 MB/s
武汉教育,http://119.100.40.21:8888/rtp/239.69.1.60:9994 -- 0.51 MB/s
武汉教育,http://183.94.202.140:9000/rtp/239.69.1.60:9994 -- 0.61 MB/s
武汉教育,http://219.140.226.27:5555/rtp/239.69.1.60:9994 -- 0.61 MB/s
武汉教育,http://171.80.233.145:8888/rtp/239.69.1.60:9994 -- 0.59 MB/s
武汉教育,http://119.100.148.10:8888/rtp/239.69.1.60:9994 -- 0.48 MB/s
武汉教育,http://111.170.80.140:9999/rtp/239.69.1.60:9994 -- 0.58 MB/s
武汉教育,http://171.80.165.12:8888/rtp/239.69.1.60:9994 -- 0.65 MB/s
武汉教育,http://171.80.164.238:8888/rtp/239.69.1.60:9994 -- 0.57 MB/s
武汉教育,http://111.175.164.168:8888/rtp/239.69.1.60:9994 -- 0.64 MB/s
武汉教育,http://171.80.248.215:8888/rtp/239.69.1.60:9994 -- 0.66 MB/s
湖北公共新闻,http://111.170.80.140:9999/rtp/239.69.1.40:9880 -- 0.60 MB/s
湖北公共新闻,http://111.178.111.4:9999/rtp/239.69.1.40:9880 -- 0.61 MB/s
湖北公共新闻,http://121.63.177.178:8880/rtp/239.69.1.40:9880 -- 0.57 MB/s
湖北公共新闻,http://171.80.165.12:8888/rtp/239.69.1.40:9880 -- 0.65 MB/s
湖北公共新闻,http://171.80.167.58:8888/rtp/239.69.1.40:9880 -- 0.61 MB/s
湖北公共新闻,http://171.80.233.145:8888/rtp/239.69.1.40:9880 -- 0.62 MB/s
湖北公共新闻,http://171.80.248.215:8888/rtp/239.69.1.40:9880 -- 0.42 MB/s
湖北公共新闻,http://221.233.88.55:7777/rtp/239.69.1.40:9880 -- 0.59 MB/s
湖北公共新闻,http://119.100.148.10:8888/rtp/239.69.1.40:9880 -- 0.52 MB/s
湖北公共新闻,http://27.28.224.69:8989/rtp/239.69.1.40:9880 -- 0.62 MB/s
湖北公共新闻,http://171.80.232.173:8888/rtp/239.69.1.40:9880 -- 0.65 MB/s
湖北公共新闻,http://183.94.202.140:9000/rtp/239.69.1.40:9880 -- 0.60 MB/s
湖北公共新闻,http://171.80.164.238:8888/rtp/239.69.1.40:9880 -- 0.60 MB/s
湖北公共新闻,http://119.98.163.217:85/rtp/239.69.1.40:9880 -- 0.20 MB/s
湖北公共新闻,http://111.175.164.168:8888/rtp/239.69.1.40:9880 -- 0.58 MB/s
湖北公共新闻,http://119.100.40.21:8888/rtp/239.69.1.40:9880 -- 0.60 MB/s
湖北公共新闻,http://27.18.156.74:8181/rtp/239.69.1.40:9880 -- 0.59 MB/s
湖北公共新闻,http://219.140.226.27:5555/rtp/239.69.1.40:9880 -- 0.66 MB/s
湖北公共新闻,http://119.98.70.144:4022/rtp/239.69.1.40:9880 -- 0.26 MB/s
湖北垄上,http://183.94.202.140:9000/rtp/239.69.1.43:9898 -- 0.62 MB/s
湖北垄上,http://111.175.164.168:8888/rtp/239.69.1.43:9898 -- 0.62 MB/s
湖北垄上,http://27.18.156.74:8181/rtp/239.69.1.43:9898 -- 0.59 MB/s
湖北垄上,http://111.170.80.140:9999/rtp/239.69.1.43:9898 -- 0.61 MB/s
湖北垄上,http://119.98.163.217:85/rtp/239.69.1.43:9898 -- 0.52 MB/s
湖北垄上,http://119.100.148.10:8888/rtp/239.69.1.43:9898 -- 0.55 MB/s
湖北垄上,http://171.80.248.215:8888/rtp/239.69.1.43:9898 -- 0.65 MB/s
湖北垄上,http://171.80.232.173:8888/rtp/239.69.1.43:9898 -- 0.16 MB/s
湖北垄上,http://121.63.177.178:8880/rtp/239.69.1.43:9898 -- 0.51 MB/s
湖北垄上,http://171.80.233.145:8888/rtp/239.69.1.43:9898 -- 0.59 MB/s
湖北垄上,http://171.80.167.58:8888/rtp/239.69.1.43:9898 -- 0.58 MB/s
湖北垄上,http://27.28.224.69:8989/rtp/239.69.1.43:9898 -- 0.63 MB/s
湖北垄上,http://111.178.111.4:9999/rtp/239.69.1.43:9898 -- 0.58 MB/s
湖北垄上,http://221.233.88.55:7777/rtp/239.69.1.43:9898 -- 0.60 MB/s
湖北垄上,http://119.98.70.144:4022/rtp/239.69.1.43:9898 -- 0.37 MB/s
湖北垄上,http://171.80.165.12:8888/rtp/239.69.1.43:9898 -- 0.65 MB/s
湖北垄上,http://119.100.40.21:8888/rtp/239.69.1.43:9898 -- 0.45 MB/s
湖北垄上,http://219.140.226.27:5555/rtp/239.69.1.43:9898 -- 0.67 MB/s
湖北影视,http://119.98.70.144:4022/rtp/239.69.1.204:10866 -- 0.41 MB/s
湖北影视,http://219.140.226.27:5555/rtp/239.69.1.204:10866 -- 0.67 MB/s
湖北影视,http://171.80.233.145:8888/rtp/239.69.1.204:10866 -- 0.61 MB/s
湖北影视,http://111.175.164.168:8888/rtp/239.69.1.204:10866 -- 0.60 MB/s
湖北影视,http://221.233.88.55:7777/rtp/239.69.1.204:10866 -- 0.61 MB/s
湖北影视,http://27.18.156.74:8181/rtp/239.69.1.204:10866 -- 0.60 MB/s
湖北影视,http://111.178.111.4:9999/rtp/239.69.1.204:10866 -- 0.61 MB/s
湖北影视,http://119.100.148.10:8888/rtp/239.69.1.204:10866 -- 0.48 MB/s
湖北影视,http://111.170.80.140:9999/rtp/239.69.1.204:10866 -- 0.63 MB/s
湖北影视,http://121.63.177.178:8880/rtp/239.69.1.204:10866 -- 0.24 MB/s
湖北影视,http://171.80.248.215:8888/rtp/239.69.1.204:10866 -- 0.67 MB/s
湖北影视,http://171.80.165.12:8888/rtp/239.69.1.204:10866 -- 0.65 MB/s
湖北影视,http://119.98.163.217:85/rtp/239.69.1.204:10866 -- 0.11 MB/s
湖北影视,http://183.94.202.140:9000/rtp/239.69.1.204:10866 -- 0.62 MB/s
湖北影视,http://119.100.40.21:8888/rtp/239.69.1.204:10866 -- 0.60 MB/s
湖北影视,http://171.80.164.238:8888/rtp/239.69.1.204:10866 -- 0.59 MB/s
湖北影视,http://171.80.232.173:8888/rtp/239.69.1.204:10866 -- 0.68 MB/s
湖北影视,http://27.28.224.69:8989/rtp/239.69.1.204:10866 -- 0.63 MB/s
湖北影视,http://171.80.167.58:8888/rtp/239.69.1.204:10866 -- 0.60 MB/s
湖北教育,http://111.170.80.140:9999/rtp/239.69.1.206:10878 -- 0.61 MB/s
湖北教育,http://171.80.232.173:8888/rtp/239.69.1.206:10878 -- 0.66 MB/s
湖北教育,http://219.140.226.27:5555/rtp/239.69.1.206:10878 -- 0.66 MB/s
湖北教育,http://119.98.70.144:4022/rtp/239.69.1.206:10878 -- 0.35 MB/s
湖北教育,http://27.28.224.69:8989/rtp/239.69.1.206:10878 -- 0.62 MB/s
湖北教育,http://111.175.164.168:8888/rtp/239.69.1.206:10878 -- 0.65 MB/s
湖北教育,http://119.100.40.21:8888/rtp/239.69.1.206:10878 -- 0.50 MB/s
湖北教育,http://171.80.248.215:8888/rtp/239.69.1.206:10878 -- 0.68 MB/s
湖北教育,http://119.100.148.10:8888/rtp/239.69.1.206:10878 -- 0.49 MB/s
湖北教育,http://171.80.164.238:8888/rtp/239.69.1.206:10878 -- 0.61 MB/s
湖北教育,http://111.178.111.4:9999/rtp/239.69.1.206:10878 -- 0.58 MB/s
湖北教育,http://183.94.202.140:9000/rtp/239.69.1.206:10878 -- 0.61 MB/s
湖北教育,http://27.18.156.74:8181/rtp/239.69.1.206:10878 -- 0.49 MB/s
湖北教育,http://171.80.167.58:8888/rtp/239.69.1.206:10878 -- 0.62 MB/s
湖北教育,http://121.63.177.178:8880/rtp/239.69.1.206:10878 -- 0.38 MB/s
湖北教育,http://171.80.233.145:8888/rtp/239.69.1.206:10878 -- 0.60 MB/s
湖北教育,http://221.233.88.55:7777/rtp/239.69.1.206:10878 -- 0.60 MB/s
湖北教育,http://171.80.165.12:8888/rtp/239.69.1.206:10878 -- 0.65 MB/s
湖北生活,http://171.80.167.58:8888/rtp/239.69.1.205:10872 -- 0.59 MB/s
湖北生活,http://219.140.226.27:5555/rtp/239.69.1.205:10872 -- 0.66 MB/s
湖北生活,http://171.80.232.173:8888/rtp/239.69.1.205:10872 -- 0.67 MB/s
湖北生活,http://221.234.221.56:4022/rtp/239.69.1.205:10872 -- 0.11 MB/s
湖北生活,http://121.63.177.178:8880/rtp/239.69.1.205:10872 -- 0.61 MB/s
湖北生活,http://221.233.88.55:7777/rtp/239.69.1.205:10872 -- 0.60 MB/s
湖北生活,http://171.80.248.215:8888/rtp/239.69.1.205:10872 -- 0.67 MB/s
湖北生活,http://27.18.156.74:8181/rtp/239.69.1.205:10872 -- 0.60 MB/s
湖北生活,http://27.28.224.69:8989/rtp/239.69.1.205:10872 -- 0.62 MB/s
湖北生活,http://171.80.233.145:8888/rtp/239.69.1.205:10872 -- 0.60 MB/s
湖北生活,http://111.178.111.4:9999/rtp/239.69.1.205:10872 -- 0.58 MB/s
湖北生活,http://111.170.80.140:9999/rtp/239.69.1.205:10872 -- 0.59 MB/s
湖北生活,http://119.100.40.21:8888/rtp/239.69.1.205:10872 -- 0.57 MB/s
湖北生活,http://171.80.164.238:8888/rtp/239.69.1.205:10872 -- 0.61 MB/s
湖北生活,http://171.80.165.12:8888/rtp/239.69.1.205:10872 -- 0.65 MB/s
湖北生活,http://119.98.70.144:4022/rtp/239.69.1.205:10872 -- 0.38 MB/s
湖北生活,http://111.175.164.168:8888/rtp/239.69.1.205:10872 -- 0.65 MB/s
湖北生活,http://183.94.202.140:9000/rtp/239.69.1.205:10872 -- 0.62 MB/s
湖北生活,http://119.100.148.10:8888/rtp/239.69.1.205:10872 -- 0.48 MB/s
湖北经视,http://111.170.80.140:9999/rtp/239.69.1.41:9886 -- 0.61 MB/s
湖北经视,http://27.18.156.74:8181/rtp/239.69.1.41:9886 -- 0.61 MB/s
湖北经视,http://219.140.226.27:5555/rtp/239.69.1.41:9886 -- 0.67 MB/s
湖北经视,http://171.80.233.145:8888/rtp/239.69.1.41:9886 -- 0.60 MB/s
湖北经视,http://119.98.70.144:4022/rtp/239.69.1.41:9886 -- 0.43 MB/s
湖北经视,http://183.94.202.140:9000/rtp/239.69.1.41:9886 -- 0.61 MB/s
湖北经视,http://27.28.224.69:8989/rtp/239.69.1.41:9886 -- 0.63 MB/s
湖北经视,http://221.233.88.55:7777/rtp/239.69.1.41:9886 -- 0.59 MB/s
湖北经视,http://221.234.221.56:4022/rtp/239.69.1.41:9886 -- 0.10 MB/s
湖北经视,http://111.178.111.4:9999/rtp/239.69.1.41:9886 -- 0.60 MB/s
湖北经视,http://111.175.164.168:8888/rtp/239.69.1.41:9886 -- 0.67 MB/s
湖北经视,http://119.100.148.10:8888/rtp/239.69.1.41:9886 -- 0.44 MB/s
湖北经视,http://171.80.167.58:8888/rtp/239.69.1.41:9886 -- 0.59 MB/s
湖北经视,http://121.63.177.178:8880/rtp/239.69.1.41:9886 -- 0.62 MB/s
湖北经视,http://171.80.165.12:8888/rtp/239.69.1.41:9886 -- 0.66 MB/s
湖北经视,http://171.80.248.215:8888/rtp/239.69.1.41:9886 -- 0.66 MB/s
湖北经视,http://171.80.232.173:8888/rtp/239.69.1.41:9886 -- 0.68 MB/s
湖北经视,http://119.100.40.21:8888/rtp/239.69.1.41:9886 -- 0.58 MB/s
湖北综合,http://221.233.88.55:7777/rtp/239.69.1.42:9892 -- 0.59 MB/s
湖北综合,http://27.18.156.74:8181/rtp/239.69.1.42:9892 -- 0.50 MB/s
湖北综合,http://119.100.40.21:8888/rtp/239.69.1.42:9892 -- 0.57 MB/s
湖北综合,http://111.170.80.140:9999/rtp/239.69.1.42:9892 -- 0.61 MB/s
湖北综合,http://111.178.111.4:9999/rtp/239.69.1.42:9892 -- 0.61 MB/s
湖北综合,http://111.175.164.168:8888/rtp/239.69.1.42:9892 -- 0.67 MB/s
湖北综合,http://119.98.163.217:85/rtp/239.69.1.42:9892 -- 0.12 MB/s
湖北综合,http://171.80.233.145:8888/rtp/239.69.1.42:9892 -- 0.50 MB/s
湖北综合,http://183.94.202.140:9000/rtp/239.69.1.42:9892 -- 0.60 MB/s
湖北综合,http://119.100.148.10:8888/rtp/239.69.1.42:9892 -- 0.48 MB/s
湖北综合,http://171.80.165.12:8888/rtp/239.69.1.42:9892 -- 0.66 MB/s
湖北综合,http://121.63.177.178:8880/rtp/239.69.1.42:9892 -- 0.52 MB/s
湖北综合,http://119.98.70.144:4022/rtp/239.69.1.42:9892 -- 0.40 MB/s
湖北综合,http://219.140.226.27:5555/rtp/239.69.1.42:9892 -- 0.66 MB/s
湖北综合,http://171.80.232.173:8888/rtp/239.69.1.42:9892 -- 0.66 MB/s
湖北综合,http://171.80.167.58:8888/rtp/239.69.1.42:9892 -- 0.59 MB/s
湖北综合,http://171.80.248.215:8888/rtp/239.69.1.42:9892 -- 0.67 MB/s
湖北综合,http://27.28.224.69:8989/rtp/239.69.1.42:9892 -- 0.61 MB/s
蔡甸综合,http://119.98.163.217:85/rtp/239.69.1.245:11112 -- 0.12 MB/s
蔡甸综合,http://111.175.164.168:8888/rtp/239.69.1.245:11112 -- 0.17 MB/s
蔡甸综合,http://27.18.156.74:8181/rtp/239.69.1.245:11112 -- 0.18 MB/s
蔡甸综合,http://219.140.226.27:5555/rtp/239.69.1.245:11112 -- 0.17 MB/s
蔡甸综合,http://119.98.70.144:4022/rtp/239.69.1.245:11112 -- 0.13 MB/s
阳新综合,http://171.80.232.173:8888/rtp/239.69.1.34:9844 -- 0.65 MB/s
阳新综合,http://111.170.80.140:9999/rtp/239.69.1.34:9844 -- 0.58 MB/s
阳新综合,http://221.233.88.55:7777/rtp/239.69.1.34:9844 -- 0.59 MB/s
阳新综合,http://171.80.165.12:8888/rtp/239.69.1.34:9844 -- 0.64 MB/s
阳新综合,http://183.94.202.140:9000/rtp/239.69.1.34:9844 -- 0.55 MB/s
阳新综合,http://119.100.148.10:8888/rtp/239.69.1.34:9844 -- 0.47 MB/s
阳新综合,http://119.100.40.21:8888/rtp/239.69.1.34:9844 -- 0.61 MB/s
阳新综合,http://119.98.70.144:4022/rtp/239.69.1.34:9844 -- 0.40 MB/s
阳新综合,http://121.63.177.178:8880/rtp/239.69.1.34:9844 -- 0.40 MB/s
阳新综合,http://171.80.167.58:8888/rtp/239.69.1.34:9844 -- 0.56 MB/s
阳新综合,http://219.140.226.27:5555/rtp/239.69.1.34:9844 -- 0.62 MB/s
阳新综合,http://171.80.164.238:8888/rtp/239.69.1.34:9844 -- 0.58 MB/s
阳新综合,http://171.80.233.145:8888/rtp/239.69.1.34:9844 -- 0.59 MB/s
阳新综合,http://111.175.164.168:8888/rtp/239.69.1.34:9844 -- 0.52 MB/s
阳新综合,http://27.28.224.69:8989/rtp/239.69.1.34:9844 -- 0.62 MB/s
阳新综合,http://111.178.111.4:9999/rtp/239.69.1.34:9844 -- 0.59 MB/s
阳新综合,http://171.80.248.215:8888/rtp/239.69.1.34:9844 -- 0.65 MB/s
阳新综合,http://119.98.163.217:85/rtp/239.69.1.34:9844 -- 0.18 MB/s
阳新综合,http://27.18.156.74:8181/rtp/239.69.1.34:9844 -- 0.60 MB/s

#湖南,#genre#
LDETV,http://118.251.60.185:8888/udp/239.76.248.20:1234 -- 0.59 MB/s
LDETV,http://124.230.56.94:55555/udp/239.76.248.20:1234 -- 0.10 MB/s
LDETV,http://118.249.23.85:8989/udp/239.76.248.20:1234 -- 0.51 MB/s
XNXTV,http://118.249.23.85:8989/udp/239.76.248.21:1234 -- 0.57 MB/s
XNXTV,http://124.230.56.94:55555/udp/239.76.248.21:1234 -- 0.22 MB/s
娄底公共,http://124.230.56.94:55555/udp/239.76.248.19:1234 -- 0.13 MB/s
娄底公共,http://118.249.23.85:8989/udp/239.76.248.19:1234 -- 0.51 MB/s
娄底综合,http://118.249.23.85:8989/udp/239.76.248.18:1234 -- 0.13 MB/s
娄底综合,http://124.230.56.94:55555/udp/239.76.248.18:1234 -- 0.43 MB/s
娄底综合,http://118.251.60.185:8888/udp/239.76.248.18:1234 -- 0.59 MB/s
常德公共,http://118.249.23.85:8989/udp/239.76.248.11:1234 -- 0.41 MB/s
常德公共,http://124.230.56.94:55555/udp/239.76.248.11:1234 -- 0.24 MB/s
常德公共,http://118.251.60.185:8888/udp/239.76.248.11:1234 -- 0.59 MB/s
常德综合,http://124.230.56.94:55555/udp/239.76.248.10:1234 -- 0.36 MB/s
常德综合,http://118.249.23.85:8989/udp/239.76.248.10:1234 -- 0.51 MB/s
张家界2,http://118.249.23.85:8989/udp/239.76.245.235:1234 -- 0.52 MB/s
张家界2,http://124.230.56.94:55555/udp/239.76.245.235:1234 -- 0.41 MB/s
张家界综合,http://118.251.60.185:8888/udp/239.76.252.234:9000 -- 0.58 MB/s
张家界综合,http://118.249.23.85:8989/udp/239.76.252.234:9000 -- 0.57 MB/s
张家界综合,http://124.230.56.94:55555/udp/239.76.252.234:9000 -- 0.40 MB/s
怀化综合,http://118.251.60.185:8888/udp/239.76.255.12:9000 -- 0.64 MB/s
怀化综合,http://124.230.56.94:55555/udp/239.76.255.12:9000 -- 0.30 MB/s
怀化综合,http://118.249.23.85:8989/udp/239.76.255.12:9000 -- 0.53 MB/s
文物宝库,http://118.249.23.85:8989/udp/239.76.245.180:1234 -- 0.45 MB/s
文物宝库,http://124.230.56.94:55555/udp/239.76.245.180:1234 -- 0.19 MB/s
武术世界,http://118.251.60.185:8888/udp/239.76.245.181:1234 -- 0.60 MB/s
武术世界,http://124.230.56.94:55555/udp/239.76.245.181:1234 -- 0.29 MB/s
武术世界,http://118.249.23.85:8989/udp/239.76.245.181:1234 -- 0.54 MB/s
永州新闻,http://118.251.60.185:8888/udp/239.76.248.57:1234 -- 0.55 MB/s
永州新闻,http://118.249.23.85:8989/udp/239.76.248.57:1234 -- 0.51 MB/s
永州新闻,http://124.230.56.94:55555/udp/239.76.248.57:1234 -- 0.44 MB/s
河南梨园,http://118.251.60.185:8888/udp/239.76.245.179:1234 -- 0.59 MB/s
河南梨园,http://118.249.23.85:8989/udp/239.76.245.179:1234 -- 0.38 MB/s
河南梨园,http://124.230.56.94:55555/udp/239.76.245.179:1234 -- 0.27 MB/s
浏阳,http://124.230.56.94:55555/udp/239.76.248.6:1234 -- 0.34 MB/s
浏阳,http://118.249.23.85:8989/udp/239.76.248.6:1234 -- 0.48 MB/s
湖南公共,http://118.251.60.185:8888/udp/239.76.246.109:1234 -- 0.36 MB/s
湖南公共,http://124.230.56.94:55555/udp/239.76.246.109:1234 -- 0.11 MB/s
湖南公共,http://118.249.23.85:8989/udp/239.76.246.109:1234 -- 0.56 MB/s
湖南国际,http://118.251.60.185:8888/udp/239.76.246.102:1234 -- 0.61 MB/s
湖南国际,http://124.230.56.94:55555/udp/239.76.246.102:1234 -- 0.43 MB/s
湖南国际,http://118.249.23.85:8989/udp/239.76.246.102:1234 -- 0.52 MB/s
湖南娱乐,http://118.251.60.185:8888/udp/239.76.246.105:1234 -- 0.62 MB/s
湖南娱乐,http://118.249.23.85:8989/udp/239.76.246.105:1234 -- 0.61 MB/s
湖南娱乐,http://124.230.56.94:55555/udp/239.76.246.105:1234 -- 0.42 MB/s
湖南电影,http://118.249.23.85:8989/udp/239.76.252.119:9000 -- 0.34 MB/s
湖南电影,http://124.230.56.94:55555/udp/239.76.252.119:9000 -- 0.15 MB/s
湖南电影,http://118.251.60.185:8888/udp/239.76.252.119:9000 -- 0.68 MB/s
湖南电视剧,http://124.230.56.94:55555/udp/239.76.246.108:1234 -- 0.41 MB/s
湖南电视剧,http://118.249.23.85:8989/udp/239.76.246.108:1234 -- 0.59 MB/s
湖南电视剧,http://118.251.60.185:8888/udp/239.76.246.108:1234 -- 0.62 MB/s
湖南经视,http://118.251.60.185:8888/udp/239.76.246.103:1234 -- 0.63 MB/s
湖南经视,http://124.230.56.94:55555/udp/239.76.246.103:1234 -- 0.44 MB/s
湖南经视,http://118.249.23.85:8989/udp/239.76.246.103:1234 -- 0.61 MB/s
湖南都市,http://124.230.56.94:55555/udp/239.76.246.104:1234 -- 0.11 MB/s
湖南都市,http://118.251.60.185:8888/udp/239.76.246.104:1234 -- 0.65 MB/s
湖南都市,http://118.249.23.85:8989/udp/239.76.246.104:1234 -- 0.57 MB/s
湘西综合,http://118.251.60.185:8888/udp/239.76.245.209:1234 -- 0.36 MB/s
湘西综合,http://118.249.23.85:8989/udp/239.76.245.209:1234 -- 0.50 MB/s
湘西综合,http://124.230.56.94:55555/udp/239.76.245.209:1234 -- 0.32 MB/s
衡阳公共,http://118.249.23.85:8989/udp/239.76.248.14:1234 -- 0.26 MB/s
衡阳公共,http://118.251.60.185:8888/udp/239.76.248.14:1234 -- 0.61 MB/s
衡阳公共,http://124.230.56.94:55555/udp/239.76.248.14:1234 -- 0.29 MB/s
衡阳综合,http://124.230.56.94:55555/udp/239.76.248.13:1234 -- 0.14 MB/s
